标题,帖子数,日期,情感
大盘如筑底成功，交建会怎样？,21002,91,2015-09-16 14:12:39,0.6090009697556735
重启新股后的策略,22253,37,2015-11-06 21:25:57,0.15326605038167662
由衷之言，中国交建的朋友一定会有收获的。,11114,62,2015-12-16 11:04:06,0.940861577956435
今天险守3450，明天变盘待考证！,15378,36,2015-12-10 20:25:53,0.7016831166396774
联姻社保基金 中交建欲打造基金界“黑马”,84466,8,2015-12-13 06:45:41,0.9885771713305338
中交建成立海外地产公司,25367,6,2015-12-11 13:36:14,0.6644119942099328
601800:中国交建第三届董事会第二十二次会议决,28049,8,2015-12-10 16:26:05,0.061800318571066604
601800:中国交建关于对外投资的公告,38211,10,2015-12-10 16:26:05,0.8274484091471453
周三回踩3430点是买点,12591,7,2015-12-08 16:43:58,0.5257947025093196
上海对“一带一路”沿线投资井喷,18290,9,2015-12-03 10:39:59,0.6114675580202004
大盘反弹的高度3520,10493,36,2015-11-30 20:46:03,0.49876806036803256
亚投行月底前正式成立 催化一带一路投资主题,16947,14,2015-12-02 01:16:54,0.9975118460086235
中广核收购“一带一路”沿线13个清洁能源项目,11320,8,2015-11-30 09:13:30,0.934662077929326
中国交建与全国社保基金设立150亿元投资基金,8944,8,2015-11-27 01:04:57,0.9672067693938149
联手社保理事会 中国交建拟设立150亿投资基金,7360,9,2015-11-26 02:20:45,0.8961167225338745
高位洗盘是调仓换股的机会,7562,9,2015-11-24 17:28:05,0.6801425083983574
中国交建联手社保理事会设立150亿投资基金,8148,8,2015-11-25 16:30:02,0.9433154408518846
31省份敲定一带一路方案 将推出一批重大工程,34004,30,2015-11-23 09:09:08,0.3274587293628608
迎接大盘最后的盛宴,18147,13,2015-11-23 17:34:44,0.7747823207510369
中国交建拟斥资93亿元增资11家子公司,10845,4,2015-11-07 00:21:48,0.20319159247766427
周一百点长阳拉起,8753,9,2015-11-21 09:46:48,0.42697469917989317
周五将高位震荡,11020,43,2015-11-19 18:05:17,0.8294457583903986
601800:中国交建关于子公司投资认购北京中交招,13974,7,2015-11-19 16:22:14,0.3825627368999812
601800:中国交建关于子公司投资认购北京中交招,19854,5,2015-11-16 16:54:45,0.3825627368999812
中国交建拟近30亿认购城轨投资基金,10330,7,2015-11-16 17:50:00,0.9739199311540205
交建 低开 下跌，（附今日相应策略）,133284,246,2015-09-21 09:32:44,0.9233952627305054
中国交建，操作策略（走势分析）！,18248,13,2015-11-12 22:25:03,0.8512629517721824
明天大盘面临调整，建议轻仓,15612,11,2015-11-10 17:33:25,0.7110493525942174
这是机构借此机会大副振仓，拉升前的节奏，有好,7410,8,2015-11-10 15:39:25,0.16037675600795753
周二 的行情加速冲顶,8338,12,2015-11-09 17:21:21,0.5453084175190642
说说今天的操作，请大家喷我吧，我也长长记性！,7879,19,2015-11-09 15:21:12,0.010258807708170115
