标题,帖子数,日期,情感
农业银行(601288)融资融券信息(04-07),7425,4,2017-04-08 07:47:25,0.8409936555524866
持有农行打新股 申购利群再成功,16691,32,2017-04-02 08:48:31,0.32187082877496964
预告：今年农行每10股派3元，分红率50%，最后几,11742,15,2017-03-25 23:49:09,0.06648659193724404
农行合理目标价应在4.20元左右净资产附近吧！,11034,18,2017-04-23 09:07:53,0.8313535785337183
601288:农业银行H股公告(董事会会议召开日期),19056,7,2017-03-16 18:08:18,0.06974787200061416
601288:农业银行优先股二期2016-2017年度股息发,47061,15,2017-03-02 16:51:34,0.2834247201358431
601288:农业银行2016年资本充足率报告,10818,3,2017-03-28 21:55:14,0.9734315261818061
农行目标价6.5，让我们把帖子顶起来，等待这一,16004,45,2017-02-12 14:14:06,0.8581202049362653
农业银行开市前有一宗大手成交  涉资3,127.44万,11389,5,2017-04-25 15:34:53,0.724800749875392
农业银行去年纯利1839.41亿人币升2%  派息17分,18257,8,2017-03-28 22:04:03,0.217734086338509
农行一季报肯定超乎想象的好,11328,9,2017-03-29 12:29:17,0.7532699907046267
农行要大涨，不信我的会吃大亏,5257,6,2017-03-23 17:53:14,0.3615120239880586
4.0工业革命凸起黑科技受惠的上市公司（转载）,9642,22,2017-04-03 12:25:18,0.6912109981443324
农行现3.24元的动态市净率比前期股灾底部2.74元,13326,14,2017-03-23 06:40:15,0.17126663708133294
农业银行2016年盈利1839亿元 拟10派1.7元,25123,13,2017-03-29 09:10:45,0.22794008791765397
农行储户取钱被指多拿1万 银行凭监控称钞票厚度,10746,15,2017-04-19 14:48:19,0.0002033536351158105
农业银行(601288)融资融券信息(04-20),5478,4,2017-04-21 07:47:45,0.8409936555524866
硬是撑了几天，后面..哎,4617,10,2017-04-20 14:02:43,0.23924771633521558
看不清走势的不要闯红灯,2347,11,2017-04-20 14:00:58,0.7913738383850031
你把别人当呆子，你自己就是个呆子,2103,14,2017-04-20 14:00:13,0.47511275492428706
要努力作好各种准备工作,1937,13,2017-04-20 14:00:31,0.6873100808228692
关注年度看样子有消息。,3200,24,2017-04-20 14:01:51,0.5267368380610397
有人吹20年的老股民，拿着农行四处说值得，叫他,9798,24,2017-04-18 14:43:13,0.49624675699343257
高兴时别忘了风险！,10821,19,2017-04-13 12:18:29,0.5388780951545372
2017年超级大牛行情将于清明节过后全面启动！领,6917,8,2017-03-28 22:38:00,0.9542151829681368
农行设立千亿级专门基金对接雄安新区建设,13205,8,2017-04-14 15:53:50,0.9112537766056874
继续利好,15651,38,2016-08-16 09:05:34,0.5
农行：新设子公司、后台中心和创新基地将统一设,14168,12,2017-04-12 15:53:33,0.5898146250521982
农业银行(601288)融资融券信息(04-11),3735,2,2017-04-12 07:46:27,0.8409936555524866
票据转贴现违规金额或逾8万亿，多少违规入市乃,17132,36,2016-02-22 14:50:22,0.028493733522816145
一带一路是上半年热点？,4210,42,2017-04-03 02:18:24,0.8192928805635964
压缩个人房贷规模、辉山乳业涉贷2亿多…农行业,5825,4,2017-03-29 23:19:58,0.24903925721894704
做巴菲特式的投资人，买入银行股,27058,57,2017-02-15 19:29:34,0.6789919598285377
总轿,99692,345,2016-11-02 15:57:03,0.5809695731994983
今晚出业绩，今晚出业绩，今晚出业绩,3072,36,2017-03-28 10:21:11,0.9458680314125197
今天冲不上3.4，我就裸奔,8098,11,2017-03-31 09:53:53,0.2576123633244307
瑞银：农行资本水平较弱 维持“卖出”评级,10082,9,2017-03-29 12:24:26,0.9789136878389321
农行债转股2017年将取得实质性进展,16792,3,2017-03-31 03:17:53,0.046222678050694466
农行28日晚公布年报分红，29日涨停无悬念,9586,10,2017-03-23 14:50:53,0.006167330111425895
农业银行(601288)融资融券信息(03-29),3150,5,2017-03-30 07:48:24,0.8409936555524866
坐等银行爆发坐等银行爆发坐等银行爆发坐等银行,2470,9,2017-03-27 13:09:34,0.08105083307702665
这几天进的都会被套，目标价3.15元,3030,3,2017-03-30 00:28:54,0.9194908597761617
农行应向中国神华学习、做好今年的利润分配,5978,12,2017-03-24 22:59:14,0.7959914872134428
有谁能斗胆猜测一下农行的分红是多少？,14521,26,2017-03-28 14:32:54,0.10967289296276206
强烈要求农行高比例现金分红，每股最少0.2元以,16899,31,2017-03-20 18:53:24,0.0780755842835219
行情尾声，注意风险！经济每况愈下，牛市没基础,14281,29,2015-11-18 14:35:48,0.9972142685143891
小散，多张张心吧！,6173,12,2017-03-23 23:41:06,0.3325949041340249
投机者与投资者本无共同语言···,14826,26,2015-11-24 19:04:29,0.7234427841375601
从中国神华土豪式分红看中国股市。 如果有条件,10779,12,2017-03-18 12:15:51,0.9837694045365494
石墨烯、量子通信两大黑科技领域先得实惠上市公,5944,7,2017-03-15 17:25:07,0.9998960332717193
为实现婵联A股倒数第一的冠军梦想，农行一直在,23317,71,2017-01-09 15:15:09,0.9113203119653456
农业银行(601288)融资融券信息(03-13),4686,4,2017-03-14 07:45:26,0.8409936555524866
我3.24元买了7000股农行股票。5年后，也就是192,15032,21,2017-03-07 21:02:11,0.1584835992401864
农业银行(601288)大宗交易数据一览(03-09),9316,2,2017-03-09 18:12:57,0.2928976878496772
农业银行(601288)融资融券信息(03-08),5328,3,2017-03-09 07:47:42,0.8409936555524866
农业银行(601288)大宗交易数据一览(03-07),9006,5,2017-03-07 18:18:32,0.2928976878496772
农业银行(601288)融资融券信息(03-06),4004,4,2017-03-07 07:48:38,0.8409936555524866
农行与甘肃公航旅集团共设100亿元股权投资基金,12469,3,2017-03-03 19:38:59,0.8549056368834028
农业银行3月底披露年报，每股0.55元，分现金0.1,13617,10,2017-03-01 14:37:26,0.046207800339502225
还能涨多高？,24551,63,2017-02-16 15:26:59,0.827411191459195
中国保险业投资水平实在不敢恭维,10471,29,2016-03-24 07:44:06,0.26376570333425664
股市总有翻倍的机会 “狂人日记”,25529,43,2017-01-22 13:49:53,0.9873323361277584
农行现在是向下做空的龙头！,19221,91,2016-12-16 10:12:49,0.21607447489390774
哪一路垃圾如此疯狂倒仓打压农行,17801,22,2017-02-20 16:50:59,0.09809047884329813
希望国家拿出外汇储备回购所有破净的绩优蓝筹H,12499,21,2015-09-17 12:37:03,0.9877152373407591
中金:农业银行为流动性紧缩最大受益者加入“确,12237,5,2017-02-15 21:32:55,0.5548462333135503
我不持有农业银行，也不准备买此股！！,139800,992,2016-12-13 10:50:07,0.0038250735590203977
未爆吵之军融股,18087,140,2017-02-07 14:32:34,0.16581978297055988
存在的，即是合理的。,8742,12,2017-02-18 16:18:12,0.5262327818078083
大家帮我算算，一年分0.15元，10年是不是1.5元,41148,71,2017-01-23 23:31:38,0.03233087549329561
好吧，我出点力，让农行这周到3.4元,6307,9,2017-02-14 21:29:45,0.9344266685709377
此吧有个特殊之“黑龙江哈尔滨网友”,20106,63,2016-06-27 20:11:40,0.7884473025076766
《大腕》农业银行版,16727,33,2017-01-10 11:02:42,0.5702796459210586
国家社保基金靠自己到底赚多少钱？,6945,10,2016-10-26 18:43:45,0.587142283308927
农业银行不良负债率极为严重，铁定五年内不可能,39498,95,2016-11-18 13:51:51,0.5392600763899708
601288:农业银行董事会决议公告,50853,10,2017-01-13 18:58:42,0.4563011325737262
大家一起买农业银行，应该可以到3.6,14062,15,2017-01-01 21:34:36,0.26327610521287603
恶意打压操纵农业银行股价的主力就是垃圾,11029,25,2016-12-21 18:00:21,0.3080797662543634
所有银行股里面农行股票是最没有投资价值的领导,18469,34,2016-12-08 11:13:42,0.6964246075390536
3.10元买来入充当市值认购新股,16316,17,2016-12-31 13:31:27,0.4649641802284352
李迅雷不合时宜谈什么资本利得税,5080,5,2016-12-20 00:02:10,0.92006113772267
把式侃股<潮水>,3526,7,2016-03-02 10:51:32,0.3781508724635718
我每年从银行股可以得到5万左右的红利,20777,19,2016-11-21 08:06:09,0.2534049414387155
