标题,帖子数,回帖数,时间,情感
900手900手的压单，好整齐喔,3558,51,2017-03-21 10:35:30,0.2782200834762121
神华2016年度每股派现2.51+0.46=2.97元,12487,19,2017-03-17 21:44:27,0.31412863156332926
就一铁路收运费，留那么多利润干什么，用来贪腐,10137,8,2017-03-18 10:10:53,0.008059656465103204
大秦铁路比中国神华更特别、更特殊...,21134,16,2017-03-20 12:08:59,0.8897877815719322
大秦铁路明天或涨停！,37243,78,2016-01-06 15:10:42,0.3184875069312658
第一目标16元，折算成年股息率为3％！,13709,20,2016-01-02 16:24:23,0.7117806985891855
大秦变更了实控人，希望分配10派13元！,13982,19,2017-03-19 22:23:37,0.11237286063084817
运量锐减运价下跌——大秦遭遇寒冬！！！,16577,22,2016-03-13 09:50:07,0.04828344593419842
能守大秦的人，都不是一般人。,11175,18,2017-03-14 10:33:41,0.42833486839763546
保持好心态，笑看大秦起落。,96290,157,2016-02-01 22:09:28,0.9975383832441455
季节性因素导致2月运量环比下滑,21792,6,2017-03-10 17:35:44,0.4790390970329066
601006:大秦铁路2017年2月大秦线生产经营数据简,51462,4,2017-03-09 15:52:45,0.2931927772378399
建议股东会讨论大股东不能按预期解决北京土地证,13404,15,2017-02-24 13:13:15,0.76031095886741
窈窕淑女君子求 股市达人预测优,25568,29,2017-01-22 15:54:41,0.9976001021925021
周五午盘乌龙消息至航空运输板块冲高回落   下,14975,12,2017-02-25 08:20:50,0.19114854190020913
大秦铁路(601006)大宗交易数据一览(02-20),21702,7,2017-02-20 18:13:03,0.22596319962749012
今天清了最后一万股，以后坚决不碰这垃圾，2万,11035,7,2017-02-17 13:23:26,0.0034110882794702313
来5个肾的斗士，我想交！,5437,3,2017-02-16 22:24:53,0.6571924432561134
证金放大招    首选上证50,15125,17,2016-03-19 11:46:12,0.7299129519914473
601006:大秦铁路2017年1月大秦线生产经营数据简,67262,8,2017-02-08 15:55:44,0.2897678439942253
大秦铁路业绩大减原因探秘,36022,47,2016-07-11 16:10:19,0.8868226612332336
601006:大秦铁路第四届董事会第十八次会议决议,24983,10,2017-01-24 15:55:13,0.10099547042020152
清仓海螺，6.95元买入大秦33.62万股,104661,222,2016-03-23 20:39:44,0.15218355485047053
要求减少印花税，取消红利税，取消铁路建设基金,11875,30,2016-12-09 12:07:35,0.12417468436645285
没买卖啦，让你恶鬼自娱自乐自恶心吧，你压盘再,6280,0,2017-01-19 13:41:51,0.0016235052833987185
应该建议取消股市红利税，减少印花税,56366,88,2016-09-08 04:51:55,0.4564733445722219
